,total_power
2894,81765.0231
2895,80541.8871
2896,81431.666
2897,80570.46759999997
2898,80592.96999999999
2899,81036.1502
2900,84992.80419999998
2901,88681.20340000001
2902,89546.37979999998
2903,86786.6169
2904,86008.89089999998
2905,91465.8707
2906,93382.64729999997
2907,89737.5293
2908,87603.81299999998
2909,87381.60340000004
2910,86940.38260000001
2911,86279.0152
2912,85786.09669999997
2913,84986.38749999998
2914,86827.6667
2915,87995.23409999999
2916,89801.57030000002
2917,88082.37029999998
2918,86660.9031
2919,85186.71070000001
2920,81975.4339
2921,85232.19229999998
2922,94164.40390000002
2923,94278.64700000003
2924,92505.7298
2925,93995.48670000001
2926,93685.09389999999
2927,93806.70700000001
2928,96597.63710000002
2929,96163.23630000002
2930,96241.3633
2931,94824.297
2932,92920.0032
2933,91872.0243
2934,90944.7873
2935,90782.4538
2936,90985.20959999999
2937,91484.49039999998
2938,92805.3613
2939,93264.41610000002
2940,95559.59319999999
2941,88093.77429999999
2942,84532.91600000001
2943,86395.42710000003
2944,85978.1133
2945,86960.65999999999
2946,88500.5409
2947,88243.6435
2948,87855.14979999998
2949,87247.097
2950,86276.9594
2951,89872.62890000003
2952,88996.45330000001
2953,89789.28610000001
2954,88865.8636
2955,88242.5196
2956,86485.84679999998
2957,86758.6735
2958,85271.93930000001
2959,84418.95270000001
2960,83150.78989999999
2961,83777.15640000002
2962,83166.53689999999
2963,83602.67659999999
2964,84317.70279999997
2965,87251.0633
2966,88667.9259
2967,88803.107
2968,89894.80949999999
2969,90570.3462
2970,91004.1781
2971,91477.82710000001
2972,91007.85979999999
2973,88664.48199999999
2974,90544.4465
2975,88762.32579999999
2976,89094.71980000002
2977,89035.86080000001
2978,91085.81049999999
2979,91075.42270000001
2980,90307.0996
2981,90041.25649999999
2982,89300.0294
2983,90564.65230000002
2984,89183.8862
2985,90090.16659999998
2986,89785.8968
2987,91762.88019999999
2988,92169.86980000001
2989,90404.9459
2990,89741.23380000002
2991,90869.53010000003
2992,91018.20240000001
2993,89744.1733
2994,91121.98710000001
2995,93314.64260000002
2996,94232.5829
2997,90015.1377
2998,91233.15650000003
2999,93148.13680000001
3000,92369.38339999999
3001,91645.90399999998
3002,93810.2161
3003,93250.19660000001
3004,93632.32719999999
3005,93570.49670000003
3006,93701.60559999998
3007,93955.22109999998
3008,92353.061
3009,91942.38420000001
3010,91062.3744
3011,91107.6108
3012,90895.1167
3013,90720.7551
3014,89248.69089999997
3015,88943.13679999998
3016,88326.83360000003
3017,91648.56739999999
3018,91982.70020000002
3019,92953.84409999999
3020,91840.12010000003
3021,92697.66979999999
3022,93784.20330000001
3023,94865.2742
3024,93387.35989999997
3025,95603.59290000002
3026,96174.00749999999
3027,95892.87210000001
3028,94336.10629999998
3029,92758.73270000004
3030,91729.52679999999
3031,88988.0958
3032,87152.5897
3033,87312.2633
3034,89931.9762
3035,92262.05979999997
3036,92029.5826
3037,93133.45959999999
3038,92442.90690000003
3039,92963.1601
3040,91928.56460000001
3041,92056.59319999999
3042,93186.57660000001
3043,92393.35639999998
3044,95030.8166
3045,96268.0132
3046,96898.9633
3047,97400.8085
3048,97431.10680000001
3049,96219.8497
3050,97988.42129999999
3051,94230.48049999999
3052,92869.294
3053,92721.99290000003
3054,91874.94590000002
3055,90419.93030000004
3056,92194.8799
3057,92705.82
3058,91650.17680000002
3059,95384.04329999998
3060,96643.3854
3061,97176.03289999996
3062,95068.7164
3063,92462.65980000001
3064,95529.99959999998
3065,92597.13369999999
3066,93873.16029999999
3067,90057.68929999998
3068,87162.4064
3069,88379.17980000001
3070,85896.8365
3071,79660.08309999999
3072,76749.12659999999
3073,75918.90939999999
3074,75744.5864
3075,74487.89969999998
3076,74475.6691
3077,72935.25360000001
3078,72459.78689999999
3079,71209.73719999999
3080,70394.1504
3081,70530.9433
3082,72432.35630000001
3083,77262.62939999999
3084,83117.81039999999
3085,82417.9415
3086,80045.5279
3087,80422.11969999998
3088,77178.3566
3089,76254.27279999998
3090,76700.2407
3091,75222.3803
3092,76829.2138
3093,77091.2239
3094,74992.08380000001
3095,75303.6662
3096,73910.8397
3097,78007.55989999998
3098,78873.4334
3099,78692.0331
3100,78139.12710000001
3101,77944.24960000002
3102,77812.86399999999
3103,77582.6971
3104,77222.51109999999
3105,77219.8237
3106,75932.70460000001
3107,76705.4436
3108,80550.7755
3109,81946.3004
3110,82323.18660000002
3111,84776.3236
3112,84780.3095
3113,84061.85349999998
3114,83831.1737
3115,84519.24930000001
3116,83113.40350000001
3117,81354.20080000002
3118,79308.77590000001
3119,76897.12719999999
3120,74357.91650000002
3121,74164.67269999998
3122,74337.98680000001
3123,73000.7805
3124,71218.29370000001
3125,70742.0372
3126,70453.93669999999
3127,70347.74030000002
3128,69928.44679999999
3129,69868.30380000001
3130,69502.2502
3131,68906.2598
3132,68826.68340000001
3133,67120.90310000001
3134,67718.56079999999
3135,67894.6966
3136,68869.46979999999
3137,69668.90370000001
3138,70288.55949999999
3139,70939.16380000001
3140,70724.46949999999
3141,71123.1369
3142,72103.9595
3143,72705.9075
3144,72311.0364
3145,72373.94600000003
3146,70570.08259999998
3147,70094.5058
3148,68213.34969999999
3149,67280.8865
3150,67191.74
3151,67122.17319999998
3152,67813.2932
3153,68977.81679999999
3154,69943.2027
3155,70813.0722
3156,69223.4532
3157,70237.1673
3158,82202.81039999999
3159,91211.6905
3160,91592.60990000001
3161,93309.2245
3162,76084.68029999999
3163,74931.7969
3164,75690.45569999999
3165,74842.5671
3166,75560.78319999999
3167,76816.45919999998
3168,75052.4567
3169,71507.03679999999
3170,73951.63029999999
3171,75230.1864
3172,73568.1871
3173,73891.5198
3174,73178.78409999999
3175,72640.3962
3176,70712.673
3177,68246.35329999999
3178,71619.38310000002
3179,75434.7967
3180,75341.94640000002
3181,76858.17689999998
3182,78097.4991
3183,77870.5602
3184,79119.12280000001
3185,79071.2639
3186,85235.03020000002
3187,86299.93139999999
3188,84069.15629999999
3189,83879.68999999999
3190,82848.24739999996
3191,81388.4636
3192,79394.04649999998
3193,78087.3104
3194,80345.9661
3195,81046.54680000001
3196,79367.3135
3197,79017.63019999997
3198,78457.2065
3199,78003.70370000001
3200,76843.0099
3201,75894.90970000002
3202,75394.0332
3203,76880.96740000001
3204,79025.8835
3205,79828.8729
3206,79777.6402
3207,80622.97999999998
3208,78807.01620000001
3209,76416.81649999999
3210,78830.28040000002
3211,79563.31009999999
3212,78574.9868
3213,76930.47649999999
3214,76904.83699999998
3215,76298.13959999998
3216,73866.98620000001
3217,72941.4366
3218,72776.09629999999
3219,72306.82569999999
3220,73044.25670000001
3221,72998.9065
3222,72741.97300000001
3223,72678.38349999998
3224,72198.37030000002
3225,72303.7031
3226,73012.90009999998
3227,73800.89300000001
3228,75038.71380000001
3229,75591.63639999999
3230,75459.04030000001
3231,75029.47989999999
3232,76914.65
3233,78129.11330000003
3234,77989.8439
3235,77480.78980000003
3236,76623.58730000001
3237,76141.0067
3238,78088.73089999998
3239,78741.9745
3240,77989.75
3241,76867.0443
3242,75006.4563
3243,74048.8968
3244,73701.17640000001
3245,73577.21350000001
3246,73366.14850000001
3247,72907.47650000002
3248,72324.94340000002
3249,71879.5431
3250,73738.86409999999
3251,73533.44780000001
3252,71179.8398
3253,72777.5802
3254,74278.73999999999
3255,72606.73
3256,74368.2232
3257,74526.76020000002
3258,76773.64689999999
3259,76452.6196
3260,75512.95370000001
3261,76392.09940000002
3262,77381.2473
3263,77595.77389999999
3264,79438.5239
3265,74708.07289999998
3266,74307.9933
3267,75993.7694
3268,77485.067
3269,75988.78069999999
3270,75285.7965
3271,75440.22630000001
3272,75901.07990000001
3273,76195.2107
3274,75989.46269999999
3275,78180.1024
3276,79725.2642
3277,79441.3434
3278,80756.01600000002
3279,82397.75570000002
3280,82467.1565
3281,83109.2529
3282,82022.48099999999
3283,82223.73389999999
3284,75961.38680000002
3285,75128.0533
3286,74407.13949999999
3287,77842.5763
3288,78975.6071
3289,79186.9801
3290,79411.51699999999
3291,76646.2531
3292,79921.82350000001
3293,80064.05880000001
3294,79879.39589999999
3295,79998.69980000002
3296,80271.04970000002
3297,80042.6444
3298,80205.61779999999
3299,80780.65019999999
3300,81195.30260000001
3301,80919.85329999997
3302,80130.26289999999
3303,78089.05709999998
3304,78592.33370000002
3305,82475.54279999998
3306,83520.56929999999
3307,83517.37079999999
3308,82891.9369
3309,76455.27730000002
3310,76704.2701
3311,79011.80360000001
3312,78168.8294
3313,77433.39640000001
3314,77677.29280000001
3315,79002.04960000001
3316,75846.80000000003
3317,73877.219
3318,74447.5595
3319,74006.56019999999
3320,74046.3329
3321,73967.49060000002
3322,74493.867
3323,70200.4471
3324,65047.11979999999
3325,67184.11730000001
3326,70850.07740000001
3327,70993.57969999999
3328,75068.3366
3329,77895.9502
3330,76629.6925
3331,75159.79010000001
3332,72548.7097
3333,72777.05949999999
3334,73771.41349999998
3335,75416.23269999998
3336,74450.8667
3337,75391.8343
3338,74062.18000000001
3339,73505.9015
3340,72141.7068
3341,72685.18570000002
3342,74231.4832
3343,73854.86970000001
3344,73612.3471
3345,73188.9828
3346,74252.37989999999
3347,76112.0304
3348,76491.96049999999
3349,72322.8762
3350,75228.69970000001
3351,74020.96310000001
3352,74480.97320000001
3353,71970.3604
3354,73185.40979999998
3355,72549.233
3356,70757.06689999999
3357,68733.57050000002
3358,69996.0301
3359,72525.06709999997
3360,72739.4504
3361,73762.03699999998
3362,74720.85979999999
3363,74132.2774
3364,73419.9068
3365,73866.5503
3366,72209.71969999999
3367,70884.42949999998
3368,69810.784
3369,69691.02010000001
3370,70925.72309999999
3371,70102.21629999999
3372,74202.93269999999
3373,72725.037
3374,74202.25319999999
3375,78235.53940000001
3376,78393.9666
3377,78735.4704
3378,78861.9962
3379,80268.62999999999
3380,81967.973
3381,81633.9676
3382,80327.0471
3383,80188.6572
3384,77735.43049999999
3385,81006.1968
3386,78016.9733
3387,79227.73349999999
3388,79742.6329
3389,79699.4826
3390,82068.397
3391,81121.4336
3392,81443.72290000002
3393,84669.86630000001
3394,85172.37389999999
3395,84555.11690000001
3396,82672.30889999999
3397,80920.11039999999
3398,82276.6195
3399,82182.85270000002
3400,81758.83110000001
3401,81052.58380000001
3402,82600.93300000002
3403,83107.36309999999
3404,83768.19789999998
3405,83297.09290000002
3406,79438.0999
3407,77579.8231
3408,76434.0558
3409,78379.03029999998
3410,78143.4376
3411,79611.4139
3412,79861.14010000002
3413,82636.2625
3414,81238.96000000002
3415,81200.45009999999
3416,81366.2833
3417,81147.41030000002
3418,87496.56330000002
3419,93104.3528
3420,93493.7062
3421,90668.1266
3422,84095.36119999998
3423,81892.67270000001
3424,81037.04710000003
3425,83396.35299999997
3426,84651.11330000001
3427,81493.11290000002
3428,80066.98930000002
3429,76500.1933
3430,75596.56980000001
3431,72617.4303
3432,70863.98610000002
3433,71182.82999999999
3434,71480.88270000002
3435,72765.45319999999
3436,71972.23369999998
3437,71970.3329
3438,71057.54380000001
3439,71020.42680000002
3440,70925.92749999998
3441,71169.01740000001
3442,72896.00630000002
3443,74834.41589999999
3444,77634.2724
3445,74654.43609999999
3446,70987.0273
3447,73192.92060000001
3448,70818.6695
3449,75876.20259999999
3450,80179.1365
3451,77013.28969999998
3452,73951.5036
3453,71988.6529
3454,71431.4933
3455,71775.0132
3456,70564.27409999998
3457,72401.3728
3458,73318.06700000001
3459,73680.6909
3460,72651.7411
3461,72803.21749999998
3462,72388.69039999999
3463,71301.7333
3464,70233.4766
3465,70250.18669999999
3466,70407.65989999998
3467,69481.5978
3468,69625.21000000002
3469,70853.71650000001
3470,73056.1274
3471,71293.2929
3472,68694.24070000001
3473,68227.7196
3474,69520.94279999998
3475,68908.78350000002
3476,70074.11280000002
3477,71542.19930000001
3478,72167.68680000001
3479,71682.86989999999
3480,68495.68699999999
3481,64453.5801
3482,64510.5501
3483,65826.10339999999
3484,70570.02730000002
3485,69683.6536
3486,71588.11030000001
3487,66873.5369
3488,65105.276699999995
3489,65431.38040000002
3490,66458.4399
3491,66280.52280000002
3492,64222.74349999999
3493,64617.4862
3494,65928.7499
3495,65043.27680000001
3496,65143.622299999995
3497,66952.8928
3498,67365.8232
3499,68325.63630000001
3500,71406.54269999999
3501,71287.0739
3502,72857.35
3503,74672.63339999999
3504,73755.88669999999
3505,72654.3364
3506,72588.107
3507,71498.80369999999
3508,72093.08630000001
3509,72491.54980000001
3510,69546.1803
3511,69328.2231
3512,69702.2496
3513,69188.31959999999
3514,67782.0701
3515,67912.66679999999
3516,69539.55729999999
3517,67383.8776
3518,70971.99360000002
3519,77100.63180000002
3520,77928.2268
3521,74140.69690000001
3522,71408.72630000001
3523,76878.9796
3524,76254.60979999999
3525,74388.66960000001
3526,71842.8931
3527,74555.4472
3528,72670.6629
3529,78372.20939999999
3530,75613.69289999998
3531,75049.31090000001
3532,74800.36970000001
3533,73709.94680000002
3534,73948.8943
3535,73564.98389999998
3536,72059.6234
3537,71197.17749999999
3538,70528.25679999999
3539,69707.90309999998
3540,70554.2334
3541,73978.66990000001
3542,74675.7665
3543,73882.32740000001
3544,77628.40349999999
3545,76151.35050000002
3546,79364.22039999999
3547,79073.2963
3548,76672.0966
3549,77289.5901
3550,77302.5236
3551,78634.79719999999
3552,79239.7524
3553,80688.11299999998
3554,80807.01479999998
3555,82722.98399999998
3556,81617.98660000002
3557,79838.8536
3558,75511.4806
3559,72137.9169
3560,70375.3043
3561,70003.89650000002
3562,73390.60339999999
3563,76046.79909999997
3564,75087.88290000003
3565,73789.7263
3566,73615.5494
3567,77149.03279999999
3568,77641.01659999999
3569,75993.61090000001
3570,76429.96949999999
3571,76430.5459
3572,73378.1103
3573,75754.027
3574,77145.11360000001
3575,78303.18370000001
3576,79494.43990000001
3577,81222.09090000001
3578,81438.157
3579,82226.0398
3580,82367.7109
3581,80713.24429999999
3582,80280.82339999996
3583,75749.17949999997
3584,74350.44709999999
3585,72707.0372
3586,72696.136
3587,74259.08069999998
3588,75793.0197
3589,77874.02739999999
3590,79809.4673
3591,79076.04990000001
3592,79970.41380000002
3593,81419.83739999999
3594,80630.0257
3595,80577.73039999999
3596,79855.78929999997
3597,79669.0368
3598,78729.7734
3599,79501.5232
3600,80685.85089999996
3601,82294.66240000002
3602,82504.86280000002
3603,80105.53320000002
3604,78908.39269999998
3605,78847.60650000001
3606,77968.69600000003
3607,74892.20620000002
3608,74082.2296
3609,73628.1766
3610,75247.10990000001
3611,76034.1133
3612,79908.0105
3613,84606.7236
3614,84200.2267
3615,94523.42369999998
3616,89214.0435
3617,87185.5591
3618,84847.97569999998
3619,86632.9363
3620,87160.19429999997
3621,87263.6563
3622,85465.22009999998
3623,84283.847
3624,82515.00319999999
3625,81814.10960000001
3626,79435.60650000001
3627,76949.23080000003
3628,76008.83010000002
3629,73948.86619999999
3630,74333.23270000001
3631,74057.48980000002
3632,73826.29699999999
3633,73589.6039
3634,74434.5771
3635,76236.4767
3636,76345.5141
3637,76893.9275
3638,76275.2404
3639,76935.5238
3640,77918.95059999998
3641,76565.20670000001
3642,75832.78040000002
3643,76135.96649999998
3644,75656.6129
3645,76379.0832
3646,75558.83910000001
3647,74383.51680000001
3648,75802.8772
3649,75561.96680000002
3650,73126.8859
3651,70789.15710000001
3652,72393.05630000001
3653,71228.42080000002
3654,71218.9865
3655,70519.8538
3656,69130.24979999999
3657,68560.22030000002
3658,68528.75009999999
3659,67606.24350000001
3660,70989.6491
3661,73650.68609999999
3662,75856.39549999998
3663,76757.61619999999
3664,79692.26020000002
3665,82376.83669999999
3666,82641.8166
3667,81889.22349999996
3668,80108.24009999998
3669,78668.3309
3670,79410.0864
3671,79638.1077
3672,80328.27650000002
3673,78268.92049999996
3674,77386.23290000002
3675,76497.97350000001
3676,75711.8303
3677,75527.62359999999
3678,74958.4362
3679,73840.90120000001
3680,77683.85059999999
3681,79625.8154
3682,81628.53970000002
3683,87289.53390000001
3684,87110.8103
3685,77117.7039
3686,77906.98049999998
3687,79261.47309999999
3688,81058.71730000002
3689,80778.64720000002
3690,80315.7564
3691,81085.34279999998
3692,77420.2068
3693,77103.54300000002
3694,77551.491
3695,78220.3174
3696,76713.89669999998
3697,76929.48659999999
3698,78976.17359999998
3699,80166.21620000002
3700,79913.28050000002
3701,79305.83039999999
3702,79449.6261
3703,78530.60269999999
3704,78105.70010000002
3705,76441.9764
3706,74009.57380000001
3707,74111.5327
3708,75288.669
3709,74427.87359999999
3710,77215.26299999999
3711,79125.03719999999
3712,78307.653
3713,81341.5897
3714,82182.05300000001
3715,81344.57600000002
3716,80730.1809
3717,80771.7872
3718,81412.08690000001
3719,80881.18040000001
3720,80555.7565
3721,81347.71009999998
3722,82701.0301
3723,83035.53020000001
3724,81931.01030000002
3725,81083.4662
3726,81018.55669999999
3727,77293.80029999999
3728,75005.97320000002
3729,85570.4731
3730,87113.1408
3731,83244.86939999997
3732,82631.24220000001
3733,81398.9762
3734,80487.9097
3735,77877.6367
3736,77207.90980000001
3737,79142.3602
3738,78137.57283
3739,80784.78670000001
3740,80998.98300000004
3741,81410.52070000001
3742,82758.5238
3743,82255.92385
3744,81497.39239999998
3745,80397.08966499999
3746,79834.1367
3747,79250.46600000001
3748,75199.853565
3749,74234.90280000001
3750,73077.987
3751,66922.00980999999
3752,40097.58322
3753,37862.29999999999
3754,37894.29999999999
3755,37926.29999999999
3756,37958.29999999999
3757,35993.946716
3758,57107.88669000001
3759,65928.70302000002
3760,64713.22953999999
3761,64467.076700000005
3762,64455.810000000005
3763,64488.030000000006
3764,64475.77320000001
3765,64419.55330000001
3766,64626.453400000006
3767,65043.34330000001
3768,64536.05350000001
3769,64472.72000000001
3770,64542.19300000001
3771,64567.153300000005
3772,64616.68000000001
3773,64631.60990000001
3774,64735.66000000001
3775,64830.80000000001
3776,64509.88330000001
3777,72794.8162
3778,75258.4398
3779,77748.20719999999
3780,77082.2933
3781,75978.9101
3782,78239.7679
3783,78384.2228
3784,80014.1195
3785,80036.00039999999
3786,86605.18980000001
3787,88997.23959999999
3788,91276.3927
3789,83735.33280000002
3790,83785.84990000002
3791,83511.75640000003
3792,82973.95960000002
3793,83159.0432
3794,83451.99990000001
3795,82860.7393
3796,83293.9095
3797,81704.19589999999
3798,79107.08759999998
3799,79329.0575
3800,78504.8901
3801,79349.16709999998
3802,78395.4563
3803,77955.8869
3804,78572.46350000001
3805,78010.2802
3806,78116.5673
3807,79130.75650000002
3808,78362.43270000002
3809,79280.44680000002
3810,80548.0391
3811,81686.05299999999
3812,81282.7106
3813,82043.3858
3814,80825.1265
3815,81977.7332
3816,81252.8999
3817,80350.41349999998
3818,80080.17020000001
3819,80258.69019999997
3820,78942.3104
3821,77755.26899999999
3822,77650.42899999999
3823,76768.8432
3824,74787.54950000001
3825,76101.78319999999
3826,78413.1314
3827,79023.8772
3828,78484.09710000001
3829,78716.2602
3830,79563.32340000001
3831,80534.3202
3832,78850.5765
3833,79531.42949999998
3834,80601.8301
3835,79438.6797
3836,80370.8468
3837,80057.66679999999
3838,80343.65730000002
3839,80165.48290000003
3840,79555.38020000003
3841,78577.57949999999
3842,77047.0663
3843,77965.15330000002
3844,78369.68580000002
3845,76837.2462
3846,78308.3403
3847,77453.88710000002
3848,78299.8864
3849,76249.80610000002
3850,75062.1265
3851,71942.55309999999
3852,70870.8124
3853,71201.71979999999
3854,72601.09470000002
3855,72690.1465
3856,73106.1931
3857,73690.5036
3858,73821.72320000002
3859,73555.51290000002
3860,73502.3723
3861,73777.62060000001
3862,74828.22069999999
3863,76461.78379999999
3864,75697.49729999999
3865,76133.78330000001
3866,76010.9765
3867,76815.1411
3868,76498.91649999998
3869,76123.86020000001
3870,76109.88080000001
3871,76123.9866
3872,75379.534
3873,74563.02970000001
3874,72137.1168
3875,70218.52330000002
3876,70823.44
3877,70985.5703
3878,69185.48270000001
3879,69026.78000000001
3880,68335.2003
3881,68952.5107
3882,68902.78029999998
3883,68574.64010000002
3884,68542.25310000003
3885,68631.01299999999
3886,69141.36690000001
3887,71059.2794
3888,69830.9762
3889,68729.4633
3890,68678.63299999999
3891,68284.0159
3892,68123.3338
3893,67855.74729999999
3894,68139.13269999999
3895,68517.4144
3896,68185.86250000002
3897,68044.76049999999
3898,67336.79000000001
3899,67410.44380000001
3900,68502.0005
3901,68897.77070000001
3902,68944.65650000001
3903,69376.0301
3904,69549.9676
3905,69883.6596
3906,69587.1639
3907,69385.04670000002
3908,69896.24329999999
3909,70417.3396
3910,70301.28
3911,72369.19629999998
3912,71525.52620000001
3913,70039.04979999998
3914,69159.25980000001
3915,69030.9534
3916,68875.1843
3917,68464.7069
3918,67832.74650000001
3919,68075.6528
3920,69032.6432
3921,67965.19320000001
3922,68063.0469
3923,69408.96089999999
3924,71003.2532
3925,70316.8801
3926,70884.43340000001
3927,71661.02339999999
3928,75256.94949999997
3929,73795.5889
3930,74099.29030000001
3931,72706.3866
3932,73098.34379999999
3933,73076.884
3934,72058.60300000002
3935,72571.04609999999
3936,72111.05659999998
3937,72107.74699999999
3938,71263.56019999999
3939,70754.94699999999
3940,70608.30649999999
3941,69166.3958
3942,68578.8044
3943,69150.9032
3944,68474.5031
3945,67722.3508
3946,72585.10980000002
3947,73264.6801
3948,74018.71960000001
3949,74197.0563
3950,72629.2529
3951,72770.59280000001
3952,72513.5866
3953,71732.2839
3954,71258.5034
3955,71770.2498
3956,70905.01550000001
3957,70469.4429
3958,70833.86309999999
3959,71731.4167
3960,70910.8836
3961,71278.0169
3962,71071.09600000002
3963,70384.393
3964,70185.4298
3965,70676.69679999999
3966,70192.6864
3967,70312.28369999999
3968,69740.67699999998
3969,69364.2837
3970,69229.3762
3971,69107.8898
3972,69146.71
3973,68551.41719999998
3974,69027.48770000001
3975,68588.1368
3976,68614.1232
3977,68837.19339999999
3978,68695.02670000002
3979,68921.4327
3980,68947.6035
3981,68966.0364
3982,68467.90969999999
3983,69348.9266
3984,67198.1636
3985,67148.5066
3986,67217.2465
3987,67181.85320000001
3988,67223.16579999999
3989,67575.83300000001
3990,67609.8131
3991,67655.74740000001
3992,67476.87640000001
3993,67283.30429999999
3994,67262.8697
3995,67477.9835
3996,68843.6605
3997,68854.65080000002
3998,68620.08369999999
3999,70028.9161
4000,69783.53349999999
4001,69995.38309999999
4002,70476.2202
4003,70893.7337
4004,71279.09049999999
4005,71086.83570000001
4006,73286.4233
4007,73331.807
4008,73246.2195
4009,72347.54790000002
4010,73783.18349999998
4011,72608.7036
4012,71076.54
4013,70504.51
4014,70518.28680000002
4015,69756.85609999999
4016,69924.67090000001
4017,70340.6438
4018,71208.05609999999
4019,70608.9858
4020,69174.68659999999
4021,69354.2333
4022,69416.22760000001
4023,68957.6996
4024,71505.4734
4025,70524.3365
4026,70018.8405
4027,67816.7038
4028,68034.56659999999
4029,68115.00300000001
4030,68224.5164
4031,68969.6467
4032,66706.68310000001
4033,66578.9643
4034,67482.3099
4035,67919.18280000001
4036,68001.2336
4037,67550.24040000001
4038,67375.8795
4039,66747.33039999999
4040,66748.86030000001
4041,66587.149
4042,66373.3367
4043,66066.4265
4044,66471.3631
4045,67358.61379999999
4046,73924.7962
4047,74988.77960000001
4048,75675.0962
4049,75940.0036
4050,74077.72919999999
4051,73935.74620000001
4052,74431.87379999999
4053,69068.55640000002
4054,68089.83989999999
4055,67239.1264
4056,65919.89039999999
4057,67698.50630000001
4058,68703.89730000001
4059,68417.9596
4060,68783.4064
4061,67752.75090000001
4062,68459.85669999999
4063,68759.19269999999
4064,68847.07329999999
4065,68383.63429999999
4066,67833.7332
4067,69434.48029999998
4068,68678.07340000001
4069,69277.41689999998
4070,71255.60940000002
4071,72370.3404
4072,73979.00590000002
4073,74572.00709999999
4074,73903.5995
4075,73105.7234
4076,74331.07590000001
4077,74106.07880000002
4078,75213.47760000003
4079,78646.56640000001
4080,77360.4762
4081,78292.167
4082,79041.5868
4083,79924.2162
4084,79285.58309999999
4085,79110.43239999998
4086,77147.21699999999
4087,75231.88669999997
4088,75117.66010000001
4089,75198.5732
4090,74093.43
4091,73928.16350000001
4092,74454.35630000001
4093,75087.13960000001
4094,75591.69940000001
4095,76883.41959999998
4096,77637.9738
4097,79623.79409999998
4098,80923.54359999999
4099,80365.57579999996
4100,79019.4605
4101,77959.15940000002
4102,78597.29639999998
4103,80148.61700000001
4104,78681.06370000001
4105,78221.76670000001
4106,77694.38049999998
4107,77562.62669999998
4108,77082.50330000001
4109,76942.66349999998
4110,77282.88289999997
4111,77419.01690000002
4112,77396.1629
4113,76848.5731
4114,77881.4274
4115,77545.9535
4116,77817.4238
4117,78634.5672
4118,76002.55009999998
4119,76408.88010000001
4120,72861.663
4121,74032.3826
4122,74840.17709999999
4123,75202.873
4124,75238.5395
4125,73071.1266
4126,74624.79430000001
4127,75970.77960000001
4128,75349.67640000003
4129,76355.65299999999
4130,76431.47179999998
4131,76081.36649999999
4132,75754.87660000002
4133,75433.64670000004
4134,74680.72299999998
4135,74343.6002
4136,74259.29319999999
4137,75866.34659999999
4138,78250.29300000002
4139,78972.6167
4140,78831.84319999999
4141,78112.0306
4142,77294.17050000001
4143,77065.72689999998
4144,76874.72019999998
4145,76668.89919999999
4146,76563.6572
4147,77059.34280000001
4148,76996.1933
4149,76852.19360000001
4150,76444.4871
4151,75783.8527
4152,75407.49940000002
4153,75457.06309999998
4154,75382.0331
4155,74710.4002
4156,72957.1736
4157,73048.84619999999
4158,72353.45290000002
4159,71668.36349999999
4160,72309.7266
4161,72448.90350000001
4162,72965.59960000002
4163,73119.03990000002
4164,73433.66709999999
4165,74656.93059999998
4166,74803.73319999999
4167,75447.84619999999
4168,76619.37310000001
4169,77360.58009999999
4170,76400.1227
4171,76804.1794
4172,76248.44979999999
4173,78514.66059999999
4174,78500.45940000002
4175,80110.40949999998
4176,79413.25950000001
4177,79621.7375
4178,80638.56659999999
4179,80174.09929999999
4180,79830.19330000001
4181,77949.5664
4182,77399.81339999998
4183,77276.64010000003
4184,77663.09639999998
4185,78044.4553
4186,77572.17950000003
4187,79697.69979999999
4188,79893.67299999998
4189,79243.89420000001
4190,80621.48640000001
4191,80212.38719999998
4192,79878.3069
4193,80184.6836
4194,79796.88639999999
4195,79619.07969999999
4196,78875.94639999999
4197,78782.32680000001
4198,80090.14340000002
4199,81030.9997
4200,80910.1759
4201,80784.62000000002
4202,80238.46019999997
4203,79898.22
4204,79787.1836
4205,79842.15379999999
4206,79292.69260000001
4207,78747.30399999999
4208,78368.37940000002
4209,80071.97589999996
4210,83044.8998
4211,82404.65259999997
4212,80263.56719999999
4213,79206.5652
4214,81717.30690000001
4215,80683.7371
4216,80159.5761
4217,80070.24650000001
4218,77975.6898
4219,75953.0364
4220,77131.4204
4221,79209.12640000001
4222,79326.01109999999
4223,78912.54709999998
4224,79143.064
4225,77242.06989999999
4226,76067.62770000001
4227,75430.9369
4228,75521.7858
4229,75041.7166
4230,74896.36030000001
4231,74076.07999999999
4232,74188.2697
4233,74213.33929999999
4234,75208.3164
4235,74336.4838
4236,73678.19630000001
4237,73758.44920000002
4238,74089.97949999999
4239,73978.7238
4240,74233.69290000001
4241,74261.1464
4242,73953.2833
4243,73249.8597
4244,73614.0239
4245,72080.1363
4246,70234.54629999999
4247,72216.7368
4248,73032.27030000002
4249,73326.3633
4250,73238.8667
4251,73223.5667
4252,73183.5533
4253,73548.9434
4254,73268.25
4255,73307.51
4256,73325.98
4257,73359.4833
4258,73393.94
4259,73422.3466
4260,73460.4333
4261,73481.8367
4262,73513.14
4263,73747.9434
4264,73730.4066
4265,73919.34
4266,74327.1367
4267,73705.9567
4268,75423.01050000002
4269,75597.571
4270,76075.3996
4271,76750.16660000003
4272,76499.7997
4273,76407.4272
4274,75489.0269
4275,74745.78289999998
4276,74945.01920000002
4277,74689.20350000002
